author,date,desc,link,press,title
"
        한광덕 기자 kdhan@hani.co.kr
    ",2022.03.17. 오전 10:43,"
	,
	,

,
,
	
	,  미국 통화정책의 불확실성이 걷히면서 금융시장이 일단 안정세를 찾았다., 17일 코스피는 오전 10시20분 현재 1.81%(48.2) 오른 2707.35를 기록 중이다. 코스피가 장중 2700선을 회복한 건 지난 4일 이후 8거래일만이다. 외국인이 9거래일만에 순매수로 돌아서 940억원어치의 주식을 사들이고 있다. 코스닥지수도 2.15%(19.14) 오른 910.96에서 움직여 8거래일만에 장중 900선을 회복했다. 원화는 달러당 1220원대로 내려왔다. 서울외환시장에서 원-달러 환율은 11.5원 급락(원화가치 급등)한 1224.2원을 기록 중이다., 앞서 미국 연방준비제도(연준)는 통화정책 정례회의를 열어 기준금리를 종전 0.00∼0.25%에서 0.25∼0.50%로 0.25%포인트 인상한다고 밝혔다. 연준 위원들의 향후 금리 전망을 담은 점도표를 통해 본 올해 말 미국의 기준금리는 1.875% 수준이다. 올해 남은 6차례 회의마다 0.25%포인트씩 인상할 것이라는 의미다. 제롬 파월 연준 의장은 오는 5월부터 자산축소(양적 긴축)를 시작할 수 있다고 언급했다. 시장의 예상에 크게 벗어나지 않는 수준에 그치면서 불확실성이 해소됐다는 평가에 따라 위험자산 선호 심리가 회복했다. 파월 의장이 기자회견에서 경기에 대한 자신감을 표명한데다, 러시아와 우크라이나 간 휴전 가능성, 국제 유가 하락 등도 증시 상승세를 뒷받침했다. 뉴욕증시에서는 나스닥지수가 3.77% 급등하는 등 3대 지수가 일제히 상승했다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=028&aid=0002583161,한겨레,미 예상범위의 긴축…코스피 장중 2700선 회복
"
        대니얼 오 기자 danieloh@wowtv.co.kr
    ",2022.03.17. 오전 10:38,"
	,
	,

,
,
	
	,지난 6거래일 동안 문을 닫았던 런던금속거래소(LME)가 니켈 거래를 다시 시작했다.,16일(현지시간) 블룸버그통신에 따르면 이날 오전 8시부터 시작된 니켈 거래는 재개된지 불과 수 초 만에 하루 제한폭인 5%가 하락하자 다시 거래가 중단됐다.,런던금속거래소는 현재 니켈 가격 급락 문제를 조사하기 위해 전자 거래를 중단했으며 몇 건의 거래도 취소할 것이라고 밝혔다.,블룸버그는 ""니켈 가격의 급락은 지난 주 역사적인 단기 압박이 완화되고 있다는 신호""라며 ""런던금속거래소와 상하이선물거래소의 니켈 거래량 격차도 줄였다""고 진단했다.,앞서 지난주 이틀 동안 니켈 가격이 250% 급등 및 톤당 10만달러를 돌파하자, 런던금속거래소는 8일 거래 중단을 선언하고 니켈과 다른 금속 가격의 가격 변동폭을 상하 5%로 제한하는 조치를 마련하고 이날 거래를 재개했다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=101&sid2=262&oid=215&aid=0001020292,한국경제TV,"런던금속거래소, 니켈 거래 6일만에 재개...시스템 문제로 일시중단"
"
        이나영 기자 (ny4030@dailian.co.kr)
    ",2022.03.17. 오전 10:43,"
	,
	,

,
,
	
	,[데일리안 = 이나영 기자] 아모레퍼시픽은 ‘2022 레드닷 디자인 어워드(Red Dot Design Award)’ 제품 디자인 부문 본상을 받았다고 17일 밝혔다.,이번에 수상한 제품은 ‘플레시아 키즈 칫솔’, ‘프로젝트 아모레 리필 컨테이너-다시 채움’, ‘한율 빨간쌀 진액 스킨 리미티드 에디션’ 총 세 개다.,플레시아 키즈 칫솔은 칫솔질을 막 시작하는 3~5세 유아의 양치질을 관찰해 만든 유아 맞춤형 칫솔이다. 안전한 양치질을 위해 말랑한 재질의 특수 칫솔대와 헤드를 사용했다.유아들이 양치에 흥미를 가지고 올바른 습관을 들일 수 있도록 도와주는 제품이다.,프로젝트 아모레 리필 컨테이너-다시 채움은 아모레퍼시픽이 개발한 스킨케어 화장품 리필 용기다. 리필 용기를 세척해 여러 번 다시 활용할 수 있으며, 플라스틱 사용을 줄이기 위해 기획했다.,한율 빨간쌀 진액 스킨 리미티드 에디션 디자인은 발효의 순간을 섬세하게 전달해 한율의 브랜드 철학과 진정성을 담았다.
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=101&sid2=310&oid=119&aid=0002585895,데일리안,"아모레퍼시픽, 레드닷 디자인 어워드 3개 제품 수상"
"
        정회성(hs@yna.co.kr)
    ",2022.03.17. 오전 10:43,"
	,
	,

,
,
	
	,    (광주=연합뉴스) 정회성 기자 = 광주 화정아이파크 시공사인 HDC 현대산업개발의 관계자들이 17일 오전 질문하는 기자를 지나치며 광주지방법원에서 열린 구속 전 피의자 심문(영장실질심사)에 출석하고 있다. 이들은 두 달 전 건설노동자 6명이 숨지고 1명이 다친 화정아이파크 붕괴사고 현장의 책임자들이다. 업무상 과실치사상, 건축법 위반 등 혐의로 경찰 수사를 받고 있다. 2022.3.17 ,    hs@yna.co.kr,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=101&sid2=263&oid=001&aid=0013056344,연합뉴스,광주 붕괴사고 2달 만에…현산 관계자들 영장실질심사 출석
"
        이동원 기자(newskija@news1.kr)
    ",2022.03.17. 오전 10:42,"
	,
	,

,
,
	
	,(서울=뉴스1) 이동원 기자 = 박근혜 정부 시절 국가정보원으로부터 특수활동비를 불법 수수한 혐의로 수감 중인 최경환 전 경제부총리 겸 기획재정부 장관(67)이 17일 오전 가석방으로 풀려났다.,국회의원 4선을 한 최 전 부총리의 석방 소식에 국민의힘 몇몇의원과 지역구인 경북 경산시와 청도군 지지자들은 이날 새벽 상경해 안양교도소앞에서 그를 맞이했다.,최 전 부총리는 2014년 10월23일 부총리 집무실에서 이헌수 당시 국정원 기조실장으로부터 현금 1억원을 받은 혐의로 기소돼 2019년 징역 5년형이 확정됐다. 구속수감된 2018년 1월 기준으로 형기의 80% 이상을 채워 가석방 요건을 채웠다. ,한편 이번 가석방 대상자에서 남재준·이병기·이병호 등 전직 국정원장은 빠진 것으로 알려졌다.,법무부는 이날 3월 1차 정기 가석방에서 모범수형자 등 총 735명을 석방했다. 코로나19 오미크론 변이 확산에 따라 교정시설의 과밀환경을 해소하기 위해 30일 한 차례 더 가석방을 실시할 예정이다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=249&oid=421&aid=0005973865,뉴스1,[뉴스1 PICK]'친박 핵심' 최경환 4년만에 출소
"
        구미현 기자(gorgeouskoo@newsis.com)
    ",2022.03.17. 오전 10:41,"
	,
	,

,
,
	
	,[울산=뉴시스]구미현 기자 = 울산시교육청은 학교 내 오미크론 변이 바이러스 감염 확산 차단을 위해 교직원 대상 고정형 유전자증폭(PCR)검사소를 운영한다고 17일 밝혔다. ,시교육청에 따르면 전날 오전 8시부터 이날 오전 8시까지 교직원 149명이 코로나19 확진 판정을 받았다. 지난 11일 부터 이날까지 일주일동안 총 1020명의 교직원이 확진됐다. 일 평균 145.7명이 확진된 셈이다. ,이에 울산교육청은 검사를 위해 전문의료기관에 위탁, 교육청 야외공연장에 검사소를 설치한다.,검사대상은 교직원 중 학교·기관 내 확진자 발생에 따른 자체 조사 결과 접촉자와 발열, 기침, 인후통 등 의심증상자 등이다. 검사 희망자는 교직원임을 확인할 수 있는 신분증 등을 지참해 검사소를 방문해야 한다.,검사결과는 익일 7시 전후 검사자에게 일괄 문자로 안내해 출근 여부 결정 등에 신속하게 대응할 수 있도록 한다. ,울산교육청은 내달 선별검사의 효율 및 효용성을 높이기 위해 학교로 찾아가는 이동형 검체팀 운영에서 권역별 3~4곳에 고정형 검사소를 설치해 보다 많은 학생과 교직원이 활용할 수 있도록 검토 중이라고 밝혔다. ,한편 울산시교육청은 지난 4일부터 이동형 유전자증폭 검사를 진행하고 있으며, 16일까지 29개교 학생과 교직원 3263명이 검사를 받았다. ,울산교육청은 코로나19 등의 영향으로 등교하지 못하는 학생의 학습결손을 예방하고자 대체학습을 적극적으로 지원한다.  ,등교 중지 대상 학생에게는 담임교사가 등교중지 기간 중 출결 처리, 대체 학습 방법 등을 안내한 뒤 맞춤형 대체학습을 제공하고, 학습 내용을 점검하면서 학습·심리 상담도 병행하고 있다.,대체학습은 학교, 학년, 학급, 학생의 여건에 따라 실시간 쌍방향 수업, 온라인 콘텐츠 제공, 학습꾸러미 제공, 과제형, 혼합형 등의 유형을 제공한다.,학생이 다시 등교하면 등교 중지 기간 학습 이력과 수준을 파악해 보충학습과 과제등으로 자가격리 해제 후에는 과목별 맞춤형 보충지도를 받을 수 있도록 한다.,시교육청은 대체학습 운영상황을 모니터링하고 컨설팅을 통해 만족도를 높일 계획이다., 
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=250&oid=003&aid=0011067328,뉴시스,"울산교육청, 교직원 대상 PCR 검사소 확대…감염 확산 차단"
"
        박정헌(home1223@yna.co.kr)
    ",2022.03.17. 오전 10:36,"
	,
	,

,
,
	
	,(함안=연합뉴스) 박정헌 기자 = 경남 함안에서 작업 중이던 60대 노동자가 철판에 깔려 숨지는 사고가 발생해 경찰이 수사에 나섰다.,    17일 함안경찰서에 따르면 지난 16일 오후 2시께 함안 한 제조업 공장에서 60대 A씨가 1.2t 무게 철판에 깔렸다.,    당시 철판을 고정하고 있던 섬유 벨트가 끊어져 아래에서 작업 중이던 A씨를 덮친 것으로 확인됐다.,    A씨는 인근 병원으로 이송됐으나 끝내 숨졌다.,    경찰과 고용노동부는 해당 업체를 상대로 업무상 과실 여부 등을 조사 중이다.,    home1223@yna.co.kr,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=251&oid=001&aid=0013056320,연합뉴스,함안서 1.2t 철판에 깔린 60대 노동자 숨져…경찰 수사
"
        이수지 기자(suejeeq@newsis.com)
    ",2022.03.17. 오전 10:25,"
	,
	,

,
,
	
	,[서울=뉴시스]이수지 기자 = 제20대 대통령선거 후 윤석열 대통령 당선인을 집중해서 다룬 종편 4사 시사대담 프로그램이 절반이 넘은 것으로 나타났다.,언론현업단체 민주언론시민연합의 종편 모니터 보고서에 따르면, 10~11일 종편4사 시사대담프로그램 전체 방송시간 중 윤 당선인 관련 대담 비중이 62.0%에 달했다.,방송사별로 살펴보면 채널A가 80.9%로 윤 당선자 관련 대담 비중이 가장 높았다. 그 다음으로 TV조선은 67.5%, JTBC가 52.3%, MBN이 46.8% 순이었다.,주제별로는 협치, 여성가족부 폐지 등 국민들이 차기정부 국정을 예측하는 데 도움이 되는 정보보다 윤 당선인 단순행보, '윤핵관(윤석열 핵심관계자)', 윤 당선인·배우자 사생활 등 기타 이슈에 치우친 대담이 많았다.,윤 당선인 행보는 79분으로 18.9%, 윤핵관은 68분으로 16.3%, 윤 당선인과 배우자 김건희 여사 사생활이 44분으로 11.9%를 차지했다.,반면, 협치는 39분으로 9.5%, 여성가족부 폐지는 17분으로 4.1%, 정책 변화 예고·공약 이행 준비는 45분으로 10.9%로 대부분 10%대를 넘지 못했다.,보고서는 ""결과적으로 종편 4사 모두 전체 방송시간 절반 가까이 혹은 절반이 훨씬 넘는 시간 동안 윤 당선자 관련 대담을 진행한 것""이라며 ""종편 시사 대담은 방송시간 상당부분을 윤 당선인 관련 대담으로 채웠지만, 시민에게 도움이 될 만한 내용은 적었다""고 분석했다., 
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=254&oid=003&aid=0011067249,뉴시스,종편 4사 시사 대담 윤석열 집중 62%…윤핵관·사생활 부각
"
        김용빈 기자(vin06@news1.kr)
    ",2022.03.17. 오전 10:41,"
	,
	,

,
,
	
	,(청주=뉴스1) 김용빈 기자 = 충북 산림환경연구소는 일반 미선나무보다 꽃이 큰 신품종 '한별'을 개발해 국립산림품종관리센터에 품종보호 출원했다고 17일 밝혔다.,한별은 크고 밝은 별이라는 우리말로 일반 미선나무보다 약 1.5배 크고 경관적 가치가 우수하다.,괴산에서 미선나무를 재배하는 김관호 대표와 공동으로 육성한 품종이다.,미선나무는 충북의 대표 자생식물로 1속 1종밖에 없는 우리나라 고유의 희귀식물이다. 충북 괴산군 3곳, 영동군 1곳에 미선나무 자생지가 천연기념물로 지정됐다.,미선나무의 꽃말은 '모든 슬픔이 사라진다'로 코로나19 위기를 극복하는 현재 상황에 좋은 의미를 전한다.,연구소 관계자는 ""신품종 육성과 조직배양 기술을 이용해 희귀식물을 보호하고 산업화와 자원화를 위해 노력하겠다""고 말했다.
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=252&oid=421&aid=0005973863,뉴스1,미선나무 신품종 '한별' 나왔다…1.5배 큰 꽃
"
        최해민(goals@yna.co.kr)
    ",2022.03.17. 오전 10:43,"
	,
	,

,
,
	
	(용인=연합뉴스) 경기 용인시는 오는 25일까지 장애인 문화예술 진흥사업 공모를 통해 15개 사업을 선정, 사업별로 최대 3천만원을 지원한다고 17일 밝혔다.,    이 사업은 장애인의 안정적인 문화예술 활동을 지원하기 위해 경기도와 용인시가 공동으로 사업비를 부담해 추진하는 사업이다.,    지원 대상은 관내 주민등록 된 장애인 예술인 가운데 최근 1년간 예술 활동 실적이 있는 개인, 관내 주소지를 둔 비영리 단체 중 최근 1년간 장애인 예술 활동 실적이 있는 단체 등이다.,    시는 장애인이 30% 이상 참여한 단체를 지원 대상으로 우선 선정할 계획이다.,    지원 분야는 ▲ 문화예술 협업 지원 ▲ 문화예술인력 역량 강화 ▲ 문화예술발표 및 향유 ▲ 예술창작활동 지원 등 총 4개 분야다.,    이 사업에는 총 2억3천여만원의 예산이 투입된다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=59b&oid=001&aid=0013056343,연합뉴스,[용인소식] 장애인 문화예술 진흥사업 공모
"
        CBS노컷뉴스 김소영 기자 yeahrial@cbs.co.kr
    ",2022.03.17. 오전 10:42,"
	,
	,

,
,
	
	,정부가 오미크론 변이의 치명률이 낮아짐에 따라 코로나19의 감염병 등급을 '1급'에서 제외하는 방안을 검토중이다. 등급을 낮추면 격리 의무화 조치도 해제될 가능성이 높다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=255&oid=079&aid=0003621371,노컷뉴스,코로나 '감염병 등급' 낮추나[그래픽뉴스]
"
        배연호(byh@yna.co.kr)
    ",2022.03.17. 오전 10:43,"
	,
	,

,
,
	
	,(태백=연합뉴스) 태백시 장성동 365 세이프타운이 어린이 안전 체험관에서 2022년 새 학기 맞이 자전거 안전 수칙 O/X 퀴즈대회를 오는 19∼20일과 26∼27일 진행한다.,    대상은 자유이용권의 초등학생 이하 어린이고, 선착순 50명에게 점수에 따라 기념품을 준다.,    어린이 안전 체험관은 정보통신기술을 활용한 자전거·킥보드 종합안전 교실, 국가통합인증마크(KC) 인증 어린이 제품 안전 교육장 등을 갖췄다.,365 세이프타운 관계자는 17일 ""새로 문을 여는 어린이 안전 체험관에 많은 관심 부탁한다""며 ""새 학기를 맞은 어린이들이 365 세이프타운에서 체험을 통해 안전에 대한 지식을 재미있게 배우기를 기대한다""고 말했다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=256&oid=001&aid=0013056345,연합뉴스,"[태백소식] 365 세이프타운, 어린이 안전 수칙 퀴즈대회"
"
        권병석 기자 (bsk730@fnnews.com)
    ",2022.03.17. 오전 10:36,"
	,
	,

,
,
	
	 ,  ,[파이낸셜뉴스] 부산시교육청은 청렴한 조직문화를 정착시키기 위해 공직자의 반부패 청렴 의지를 새롭게 다지는 ‘청렴실천 다짐 릴레이 캠페인’을 펼치고 있다고 17일 밝혔다.  ,  ,이 캠페인은 4급 이상 고위공직자 주도의 청렴실천 의지 표명과 솔선수범을 통해 반부패·청렴 공감대를 형성하기 위해 추진하는 행사다.  ,  ,최근 시교육청이 부패방지 부문 우수기관으로 선정돼 국무총리 표창을 받은 것을 기념하기 위해 지난 8일 개최한 '신문고 타고식'을 시발점으로 시작한다. 이날 타고식에는 김석준 시교육감과 오승현 부교육감을 비롯한 교육청 국장 이상 간부 공무원들이 청렴실천 다짐 캠페인을 펼쳤다.  ,  ,이어 지난 16일에는 교육청에서 5개 교육지원청 교육장이 ‘북부는 청렴행 : 청렴을 행하면 행복합니다.’ ‘존중과 배려 속에 함께 웃는 동래교육’ 등 교육지원청 청렴실천 의지가 담긴 피켓을 들고 캠페인을 벌였다. 또 같은 날 교육청 예산기획과와 학교생활교육과를 시작으로 다음 부서를 지명하는 릴레이 형식으로 캠페인은 이어질 예정이다.  ,  ,김 교육감은 ""이번 캠페인은 고위공직자부터 솔선수범하는 자세로 청렴실천 의지를 다지기 위한 것”이라며 “부산교육 전반에 반부패·청렴 공감대를 확산시켜 시민들의 눈높이에 맞는 깨끗한 부산교육을 실현해 나가겠다""라고 말했다.
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=276&oid=014&aid=0004804693,파이낸셜뉴스,"부산교육청, ‘청렴실천 다짐 릴레이 캠페인’"
"
        정회성(hs@yna.co.kr)
    ",2022.03.17. 오전 10:43,"
	,
	,

,
,
	
	,    (광주=연합뉴스) 정회성 기자 = 광주 화정아이파크 시공사인 HDC 현대산업개발의 관계자들이 17일 오전 질문하는 기자를 지나치며 광주지방법원에서 열린 구속 전 피의자 심문(영장실질심사)에 출석하고 있다. 이들은 두 달 전 건설노동자 6명이 숨지고 1명이 다친 화정아이파크 붕괴사고 현장의 책임자들이다. 업무상 과실치사상, 건축법 위반 등 혐의로 경찰 수사를 받고 있다. 2022.3.17 ,    hs@yna.co.kr,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=102&sid2=257&oid=001&aid=0013056344,연합뉴스,광주 붕괴사고 2달 만에…현산 관계자들 영장실질심사 출석
"
        김창성 기자 (solrali@mt.co.kr)
    ",2022.03.17. 오전 10:42,"
	,
	,

,
,
	
	,올해 국내 자동차시장 핵심 키워드는 ‘SUV·하이브리드·비대면 구매’로 조사됐다.,17일 엔카닷컴에 따르면 올해 자동차 구매 계획, 구매를 희망하는 차종 및 연료 타입, 중고차 구매 트렌드 등을 분석하기 위해 지난 2월24일~3월1일까지 3427명의 소비자를 대상으로 설문조사를 진행했다.,전체 참여자 중 71.4%의 응답자가 올 해 자동차 구매 계획이 있는 것으로 파악됐다. 구매하고 싶은 차종을 묻는 질문에는 ‘SUV·RV’를 선택한 소비자가 55.2%로 가장 많아 식지 않는 인기를 확인 할 수 있었다. ,세단은 27.8%로 SUV 다음으로 구매를 희망하는 소비자가 많았으며 이 외 쿠페·컨버터블(6.2%), 미니밴(3.8%), 해치백(3.2%), 왜건(2.2%) 순이었다.,구매를 희망하는 연료 타입으로는 31.7%의 응답자가 하이브리드를 고려하고 있다고 답해 가장 많은 선택을 받았다. 이어 전기차가 28.2%, 가솔린이 24.8%, 디젤은 14.2%였다. ,지난해는 같은 설문조사에서는 가솔린 및 디젤차 구입 희망이 65%로 많은 응답을 받아 내연기관차 선호도가 높았다. 반면 올해는 국내 친환경차 시장이 더욱 성장함에 따라 하이브리드, 전기차에 대한 소비자 인지도 및 선호도가 대폭 높아진 것으로 파악됐다.,중고차 구매 방식 중 비대면(온라인) 구매 서비스 인지도를 확인하는 질문에는 41.0%의 응답자가 ‘어느 정도 알고 있다’라고 답했으며 18.6%가 ‘매우 잘 알고 있다’, 26.1%가 ‘들어본 적 있다’고 답했다. 비대면 구매 서비스를 ‘잘 모른다’라고 응답한 비율은 14.3%에 불과해 중고차 구매 트렌드가 오프라인에서 온라인으로 변화한 것을 알 수 있었다.,엔카닷컴 관계자는 “이번 설문조사 결과로 미루어 볼 때 하이브리드나 전기차로의 변화 양상은 중고차 시장에도 반영 될 것으로 예상된다”고 짚었다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=103&sid2=239&oid=417&aid=0000795041,머니S,올해 자동차 구매 트렌드는 ‘SUV·하이브리드·비대면’
"
        이승구 온라인 뉴스 기자 lee_owl@segye.com
    ",2022.03.17. 오전 10:39,"
	,
	,

,
,
	
	,   ,  면역체계가 자체의 기관, 조직, 세포를 외부 물질로 오인, 공격함으로써 발생하는 질환인 자가면역 질환(autoimmune disease). 류마티스 관절염, 다발성 경화증, 루푸스, 염증성 장 질환, 1형(소아) 당뇨병, 건선, 아토피성 피부염, 셀리악병 등이 이에 속한다.,   ,  그런데 공기 오염에 장기간 노출되면 자가면역 질환 위험이 높아진다는 연구 결과가 나왔다.,   ,  16일 영국의 일간 가디언(Guardian) 인터넷판의 보도에 따르면 이탈리아 베로나대 의대 류마티스 전문의 조반니 아다미 박사 연구팀은 이 같은 연구 결과를 밝혔다.,   ,  연구팀은 평균 연령 65세 8만1363명을 대상으로 2016년 6월~2020년 11월 의료정보 자료와 이들이 사는 지역의 공기 오염도를 비교 분석했다. 이 중 약 15%가 이 기간에 각종 자가면역 질환 진단을 받았다.,   ,  공기오염 물질은 입자의 크기가 10㎛(마이크로미터) 이하이면 ‘미세먼지’(PM10), 입자의 크기가 2.5㎛ 이하이면 ‘초미세먼지’(PM2.5)로 분류한다. 안전 기준치는 미세먼지가 30㎛/㎥, 초미세먼지는 20㎍/㎥이다.,   ,  전체적으로 안전 기준치를 넘는 미세먼지에 오랫동안 노출되면 자가면역 질환 위험이 12%, 기준치를 초과하는 초미세먼지에 장기간 노출되면 13% 높아지는 것으로 분석됐다고 연구팀은 밝혔다.,   ,  자가면역 질환 중에서도 류마티스 관절염 위험은 40%, 크론병?궤양성 대장염 등 염증성 장 질환 위험은 20%, 루푸스 등 결합조직 질환 위험은 15% 높은 것으로 나타났다.,   ,  그러나 이 결과가 미세먼지 또는 초미세먼지 노출과 자가면역 질환 사이에 인과관계가 있다는 증거는 될 수 없으며 다만 연관성이 있음을 보여주는 것이라고 연구팀은 설명했다.,   ,  이번 연구 결과는 영국의 류마티스-근골격계 질환 전문지 ‘류마티스 및 근골격계 질환 Open’(Rheumatic and Musculoskeletal Diseases Open) 최신호에 발표됐다.,
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=103&sid2=241&oid=022&aid=0003676945,세계일보,“공기오염에 장기간 노출시 자가면역 질환 위험↑”
"
        금준혁 기자(rma1921kr@news1.kr)
    ",2022.03.17. 오전 9:42,"
	,
	,

,
,
	
	,(서울=뉴스1) 금준혁 기자 = SRT 운영사 SR은 열차가 지연됐을 때 고객이 배상금을 신청하는 절차를 개선했다고 16일 밝혔다.,SR은 열차가 기상악화 등 천재지변으로 인해 지연되는 경우를 제외하고 20분 이상 지연되면 소비자분쟁해결기준에 정한 금액을 배상한다.,그동안 신용결제 등 카드로 승차권을 구매한 고객은 지연 다음 날 자동으로 환불되지만 현금으로 결제한 고객은 홈페이지를 통해 계좌이체를 신청하거나 역 창구를 방문해 승차권을 제출해야 배상받을 수 있었다.,SR은 기존처럼 신용카드나 간편결제로 승차권을 구매한 고객은 결제 다음날 자동으로 환불되고 현금으로 결제한 고객은 역 창구를 방문해도 환불받을 수 있다.,이종국 SR 대표이사는 ""철저한 열차 안전관리로 SRT를 이용하는 고객들이 지연으로 인해 불편을 겪지 않도록 노력하겠다""며 ""고객 편의와 권익을 더욱 높이기 위해 지속적으로 개선된 서비스를 제공하겠다""고 말했다.
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=103&sid2=240&oid=421&aid=0005973619,뉴스1,"SR ""열차 지연 배상금 앱으로 신청하세요""…카드·현금 모두 가능"
"
        류석우 기자(sewryu@news1.kr)
    ",2022.03.17. 오전 10:42,"
	,
	,

,
,
	
	,(서울=뉴스1) 류석우 기자 = 삼성 에버랜드 노동조합 와해 공작 혐의를 받던 강경훈 전 삼성전자 인사팀 부사장 등 삼성 관계자들이 대법원에서 유죄를 확정받았다. 기소된 지 약 3년3개월 만이다.,대법원이 삼성 계열사의 노조와해 관련 사건에 유죄를 확정한 것은 이번이 두 번째다. 앞서 강 전 부사장은 삼성전자서비스 노조 와해 공작 의혹 사건에서도 유죄가 확정된 바 있다.,대법원2부(주심 이동원 대법관)는 17일 오전 업무방해 등의 혐의로 재판에 넘겨진 강 전 부사장 등에 대한 상고심에서 상고를 기각한다고 밝혔다. ,강 전 부사장 등은 2011년 7월1일 복수노조제도 시행을 앞두고 조장희씨 등이 경인 용인시 소재 에버랜드에 노조를 설립하려는 움직임을 보이자 미래전략실에서 마련한 노사전략을 이용해 노조와해 공작을 벌인 혐의로 지난 2018년 말 재판에 넘겨졌다.,이들은 복수노조제도 시행 전인 2011년 6월부터 2018년 3월까지 '어용노조'를 이용해 조씨 등이 만든 '삼성노조'가 단체협약 체결 요구권을 갖지 못하도록 하는 방법으로 노조활동에 개입한 것으로 조사됐다.,아울러 회사가 어용노조 설립 신고서 등 노조설립에 필요한 서류를 대신 작성하거나 검토해 주면서 설립을 주도하거나, 어용노조위원장 임모씨에게 언론대응 요령을 교육한 혐의도 받는다.,1심과 2심은 모두 강 전 부사장 등이 업무방해죄를 저질렀다고 보고 징역 1년4개월을 선고했다.,항소심 재판부는 지난 2020년 11월 열린 2심 선고공판에서 ""강 부사장 등이 공모해 피해자인 노조를 와해시킬 목적으로 행한 노조원들에 대한 징계는 부당징계""라며 ""삼성 노조원들의 자유의사를 제압하기에 충분한 조치""라고 지적했다.,아울러 ""징계의 의도나 목적, 시기와 방식, 위력 행사, 피해를 종합해보면 이번 사건의 각 징계는 삼성 노조에 대한 위력행사와 동일시된다고 보는 것이 타당하다""며 ""업무방해죄에 해당한다""고 덧붙였다.,2심에서 에버랜드 이모 전 인사지원실장은 징역 10개월을, 노조대응 상황실 김모씨는 징역 10개월에 집행유예 2년을, 어용노조위원장 임모씨와 A씨는 각 징역 8개월과 징역 6개월에 집행유예 2년을 각각 선고받았다. 이날 대법원에서 모두 형이 확정됐다. ,강 전 부사장은 삼성전자서비스 노조 와해공작에 관여한 의혹으로 이미 유죄가 확정된 상태다.,앞서 대법원은 지난해 2월 열린 삼성전자서비스 노조와해 공작 의혹 사건 상고심 선고공판에서 강 전 부사장에게 징역 1년4개월을 선고한 원심을 확정했다. 다만 1심에서 법정구속됐던 이상훈 전 삼성전자 의사회 의장은 무죄가 확정됐다. ,대법원은 검찰이 삼성전자 본사를 압수수색 하는 과정에서 확보한 하드디스크들을 위법수집 증거로 보고 이 전 의장에게 무죄를 선고한 원심이 옳다고 판단했다.
	,
	",https://news.naver.com/main/read.naver?mode=LS2D&mid=shm&sid1=103&sid2=237&oid=421&aid=0005973864,뉴스1,'삼성 에버랜드 노조와해 공작' 기소 3년여 만에 유죄 확정
